['day:', 0, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.45891777502165, 'laneEW:', 1.4570894812827735, 'laneNS:', 0.7748212320021143, 'laneSN:', 0.787665283173556, 'meanTime:', 1.1196234428700234]
['day:', 0, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4533200143188212, 'laneEW:', 1.4571876422336147, 'laneNS:', 0.7871872410774627, 'laneSN:', 0.7803345870121143, 'meanTime:', 1.1195073711605033]
['day:', 1, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4497629278805666, 'laneEW:', 1.4615885233413513, 'laneNS:', 0.7819221361643279, 'laneSN:', 0.7883874317991244, 'meanTime:', 1.1204152547963426]
['day:', 1, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4571884873837662, 'laneEW:', 1.4542870305290232, 'laneNS:', 0.7870874948149053, 'laneSN:', 0.7820270231021089, 'meanTime:', 1.1201475089574509]
['day:', 2, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4558564240610719, 'laneEW:', 1.4624003443066138, 'laneNS:', 0.7833288884611693, 'laneSN:', 0.7819018955245227, 'meanTime:', 1.1208718880883444]
['day:', 2, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4507942371694063, 'laneEW:', 1.4561726192945634, 'laneNS:', 0.7856469459817529, 'laneSN:', 0.78293688517515, 'meanTime:', 1.118887671905218]
['day:', 3, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4581912201357747, 'laneEW:', 1.4542907888780545, 'laneNS:', 0.7797144321947701, 'laneSN:', 0.7845346119550746, 'meanTime:', 1.1191827632909186]
['day:', 3, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.459337308254306, 'laneEW:', 1.455503503075978, 'laneNS:', 0.7825868198844257, 'laneSN:', 0.778905034815975, 'meanTime:', 1.119083166507671]
['day:', 4, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4585170907476979, 'laneEW:', 1.4635526247745911, 'laneNS:', 0.7766648931118706, 'laneSN:', 0.77772712563784, 'meanTime:', 1.1191154335679998]
['day:', 4, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4620593499682053, 'laneEW:', 1.4608975469294117, 'laneNS:', 0.7884112639931373, 'laneSN:', 0.7865304086773609, 'meanTime:', 1.1244746423920289]
['day:', 5, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4477032699868024, 'laneEW:', 1.4534640013143443, 'laneNS:', 0.7799321972739707, 'laneSN:', 0.7826348494482316, 'meanTime:', 1.1159335795058372]
['day:', 5, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4492142552961402, 'laneEW:', 1.4575446751382752, 'laneNS:', 0.7843234537805163, 'laneSN:', 0.7851858960607971, 'meanTime:', 1.1190670700689322]
['day:', 6, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.459294153699592, 'laneEW:', 1.4499369121115844, 'laneNS:', 0.7829577962223616, 'laneSN:', 0.7864236798322833, 'meanTime:', 1.1196531354664552]
['day:', 6, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4629993085177042, 'laneEW:', 1.4573426147731643, 'laneNS:', 0.782444856106432, 'laneSN:', 0.7788369686962302, 'meanTime:', 1.1204059370233825]
['day:', 7, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4561059665408502, 'laneEW:', 1.4621210852237632, 'laneNS:', 0.7776868639492276, 'laneSN:', 0.7932450208986996, 'meanTime:', 1.122289734153135]
['day:', 7, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4585662067423821, 'laneEW:', 1.461198688297422, 'laneNS:', 0.7895840150216262, 'laneSN:', 0.7809578137351857, 'meanTime:', 1.122576680949154]
['day:', 8, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4514957406990234, 'laneEW:', 1.4585370072240966, 'laneNS:', 0.7844792858797979, 'laneSN:', 0.7776448225332666, 'meanTime:', 1.118039214084046]
['day:', 8, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.462570021318537, 'laneEW:', 1.4634334645245515, 'laneNS:', 0.785557922797001, 'laneSN:', 0.7830853553879752, 'meanTime:', 1.123661691007016]
['day:', 9, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 1.4591738261138694, 'laneEW:', 1.4546125264386802, 'laneNS:', 0.7873721414485351, 'laneSN:', 0.7776738847834281, 'meanTime:', 1.1197080946961282]
['day:', 9, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 1.4629274740023728, 'laneEW:', 1.457611964942461, 'laneNS:', 0.7825434273826388, 'laneSN:', 0.7803219637860511, 'meanTime:', 1.120851207528381]
['day:', 10, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 14.843951970622191, 'laneEW:', 14.938564846967493, 'laneNS:', 7.562699777534685, 'laneSN:', 7.6227480421017955, 'meanTime:', 11.241991159306542]
['day:', 10, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 19.44000000000123, 'laneEW:', 19.44000000000123, 'laneNS:', 10.712269188822491, 'laneSN:', 10.654227400254728, 'meanTime:', 15.061624147269919]
